carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,10607.551111186021
0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4447.124642384987
1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,4960.970040876975
1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,10357.846555482414
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,16035.877260089663
0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1878.6945931114112
0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,359.0272861999074
1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,6057.231084886452
1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,9681.423170060341
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,2666.9169478960594
1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,9575.339003755904
1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,4492.4562577793895
0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,563.5896292128609
0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,1683.9205375333577
0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,577.8818900129536
0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,796.3567747522811
1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,5412.418901318672
0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,1378.312500959858
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,584.0300275912173
0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,929.9127698408988
0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,699.3233682540367
1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4313.076320447824
1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9439.180250985759
0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2082.3489695628377
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3509.5536553583192
0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,2109.022038000582
0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,323.64465884007086
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2507.1732708082236
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,13131.735051010204
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,3977.1219867484674
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1413.2748473779911
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,10697.738450965035
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7513.704387026481
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,783.4693359255725
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3553.221352458826
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1239.8328393239203
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,765.832436544737
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1183.6169645946384
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1997.4696615259454
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2820.6508972562497
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2445.576116113803
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1165.941091406923
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,886.8579824362787
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,647.6994656253305
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2763.5558296253676
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2394.7473100573957
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,542.1556319471151
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1813.4986757264649
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,10908.499293311575
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,1383.296261000285
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,13491.205180112458
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3594.8338696827227
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2112.5182380383876
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6211.7658631379
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1543.1461288854698
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,624.4510753612449
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,24110.92193489149
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,426.7691357480858
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4522.67801055828
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,11199.529587086185
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4236.971328661596
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10944.54672778827
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,3106.239628760572
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1331.4741836714431
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,11089.46497001575
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1402.681249636842
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,4851.240776213242
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,587.5701551603248
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1217.7405811338097
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,16754.642968153414
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3787.5723372084362
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1386.3865333129434
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,703.5694097578757
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,530.0114354523575
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,4670.596333533153
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1080.8372181846676
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1174.6852472399378
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,1005.6199582621693
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,469.5745227262405
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1647.9253923854485
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,4625.781579284143
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,658.2475564183017
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1027.734110143711
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1035.7768702373232
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,687.2837496621369
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7381.19576083524
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,693.3018915208268
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4358.223644749911
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,811.5773238329825
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,3686.405533727472
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,5738.431076245143
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,1884.7270562044753
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,2652.479661760918
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1589.2679029019282
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7302.742729679056
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,3555.1830970893907
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,330.2913570551286
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,4457.995253124234
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2453.8237262283055
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1257.8212990294232
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3807.0295758085745
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,400.4016465166892
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,3850.2197855096533
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4852.489787669683
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5839.126455923581
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,564.4145336325719
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,769.0006428467077
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,7450.6897364154065
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2507.5579406074994
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,873.070898450746
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,1038.9238408182323
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,586.6386187975377
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3471.1012711118124
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1971.1386374100855
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,1252.3268106304781
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,756.1505710882043
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,574.2955696358945
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,12924.382857487175
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,742.5885003092085
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,7529.133847628134
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,18991.166877569656
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,14794.390788691382
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,1316.4855499753633
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3616.2068891912213
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4372.099322373616
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,4849.398590594728
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1795.0186091611013
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,5801.872599150105
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2321.0219743519106
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2240.1671701092255
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,832.8432890101194
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3802.7188089663377
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6319.143942494802
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2363.4421680557443
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1719.3593275137168
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,847.09496016548
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,350.820936693342
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,5101.119140446528
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,6114.545446646676
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4909.014188876233
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,4326.554798826964
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,10800.590215410826
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3122.5710804016367
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5456.1986565426105
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,840.4257165309391
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2165.5717998653263
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9910.498765328955
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,398.39598571772467
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5067.598767599985
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,650.7770967225977
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,15729.707696079287
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,378.2209263774921
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,455.5989903679265
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3874.2424417944803
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,585.957384079763
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,2248.9619136037213
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,3485.845046466601
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,598.4227846134108
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,9949.185957524072
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,446.8708483085914
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,489.93336536080596
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,6174.2429244398945
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,3938.819373514588
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,4654.849370422152
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2045.1637725229298
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1301.4697171822736
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,8134.869529330515
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4555.818558975272
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,789.6825295439635
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,9105.189362339801
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,781.2363452269842
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,5617.196956041636
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4415.519695626063
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,757.1263575562439
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,8063.7666178210075
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,2786.281110183135
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4744.557497907153
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,16055.300562227847
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4842.596026208677
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4339.757673218994
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,2950.301469455526
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3040.413058610743
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,5485.670862748681
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,3185.5605383099696
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,516.25920621158
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,1910.1328724058883
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,370.8721847636671
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,624.347661128932
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,2969.2670390948124
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2820.243018813799
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,13564.005560836014
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,7328.519462719894
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,402.6813857547709
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,12753.784054500731
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,2817.4210152071314
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,8070.512100090745
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,505.1423470978275
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1285.8234139794044
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6305.454073139185
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,1976.5317900106525
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,6835.998023845297
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3978.8042374226084
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,4012.247349968855
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7249.452003199379
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,529.1633774903094
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,995.1045467125555
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4663.641865093346
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,7244.314097696626
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3119.985994276049
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1294.4061651089523
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,5339.007643401143
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,893.3270280996935
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,337.4295431956921
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3527.4575636905
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,13315.466266528409
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,10564.029708596056
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1286.7503635992807
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,2210.2444776474545
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2581.3069532624972
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,439.0343471474662
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,8224.269967124485
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,673.2624639077105
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,725.8696667244099
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,8896.382935260206
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1495.2682283615727
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1552.6210783560268
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4616.120173436219
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,7910.129190187545
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4382.924217856972
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,5318.083612294455
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4446.14219227439
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,2036.3345547950323
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,6372.847342483212
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,3016.238757970936
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,6309.102549993036
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1109.5993372626544
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1302.0375670540268
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,848.8343856681513
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,4756.714899395852
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,2106.829289248328
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,401.7254471443816
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8512.566690256013
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,14488.66562592976
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,14790.949797973486
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,13726.48857404438
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3068.0301422753073
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4891.5880145679
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,724.650052632046
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1179.9616566176699
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4786.0238389742235
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,522.6337464074286
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,3840.0569815713634
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2057.490145160999
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,830.545368082484
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,428.12210210689
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3585.5389513348305
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2185.7137297549953
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,583.0029056290923
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,613.6748901333481
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,10051.78870820618
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,594.277147382867
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4746.199558446175
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1318.3475951038129
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,8043.776568154395
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4534.729586333042
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,872.4495820410866
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1996.6323281643008
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,3758.289188768942
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5631.606517931714
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,7134.325747049388
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,384.6953926037522
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3116.630128567028
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1096.2795804983534
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,4709.339138205032
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,4134.036710360092
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,6722.048424181386
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,9703.097169803354
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1561.9975134877159
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,536.2904877239916
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,519.2602402663733
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,688.9333623582161
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,720.0867136027455
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,2848.655481127428
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,7904.357817205746
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,859.5840070510335
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2049.8207143938935
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,11609.789375061322
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,7511.530670451539
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,3220.432114922761
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,13477.799801648218
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,2779.603848130134
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1634.9477253820296
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3277.6723558354643
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,19677.55326681568
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,898.3695547341083
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,781.7736442580173
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,649.6087060920418
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2061.402293101483
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7078.691920340358
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,13804.812889707213
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,10866.469172236788
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,885.5392096271314
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,4199.137648178162
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,8913.118875728043
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4723.099887519644
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2879.598655474183
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1206.0170161431556
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,5866.222561837831
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1783.6241499959442
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2570.211279920409
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,4886.895467612054
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,486.4036006454726
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1116.888618256855
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,640.3856127196404
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,4953.485089924585
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3892.873736640553
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,372.0993790669677
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,619.9942731678134
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,524.4935527911443
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3236.611256210954
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,11353.843531470633
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,1958.727753217774
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,320.12802101275565
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6134.722988638874
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6031.568481133705
